"WOJ","POW","GMI","RODZ","NAZWA","NAZWA_DOD","STAN_NA"
28,14,5,2,"Gietrzwałd","gmina wiejska",1.01.2019
28,14,6,4,"Jeziorany","miasto",1.01.2019
28,14,6,5,"Jeziorany","obszar wiejski",1.01.2019
28,14,7,2,"Jonkowo","gmina wiejska",1.01.2019
28,14,8,2,"Kolno","gmina wiejska",1.01.2019
28,14,9,4,"Olsztynek","miasto",1.01.2019
28,14,9,5,"Olsztynek","obszar wiejski",1.01.2019
28,14,10,2,"Purda","gmina wiejska",1.01.2019
28,14,11,2,"Stawiguda","gmina wiejska",1.01.2019
28,14,12,2,"Świątki","gmina wiejska",1.01.2019
28,15,,,"ostródzki","powiat",1.01.2019
28,15,1,1,"Ostróda","gmina miejska",1.01.2019
28,15,2,2,"Dąbrówno","gmina wiejska",1.01.2019
28,15,3,2,"Grunwald","gmina wiejska",1.01.2019
28,15,4,2,"Łukta","gmina wiejska",1.01.2019
28,15,5,2,"Małdyty","gmina wiejska",1.01.2019
28,15,6,4,"Miłakowo","miasto",1.01.2019
28,15,6,5,"Miłakowo","obszar wiejski",1.01.2019
28,15,7,4,"Miłomłyn","miasto",1.01.2019
28,15,7,5,"Miłomłyn","obszar wiejski",1.01.2019
28,15,8,4,"Morąg","miasto",1.01.2019
28,15,8,5,"Morąg","obszar wiejski",1.01.2019
28,15,9,2,"Ostróda","gmina wiejska",1.01.2019
28,16,,,"piski","powiat",1.01.2019
28,16,1,4,"Biała Piska","miasto",1.01.2019
28,16,1,5,"Biała Piska","obszar wiejski",1.01.2019
28,16,2,4,"Orzysz","miasto",1.01.2019
28,16,2,5,"Orzysz","obszar wiejski",1.01.2019
28,16,3,4,"Pisz","miasto",1.01.2019
28,16,3,5,"Pisz","obszar wiejski",1.01.2019
28,16,4,4,"Ruciane-Nida","miasto",1.01.2019
28,16,4,5,"Ruciane-Nida","obszar wiejski",1.01.2019
28,17,,,"szczycieński","powiat",1.01.2019
28,17,1,1,"Szczytno","gmina miejska",1.01.2019
28,17,2,2,"Dźwierzuty","gmina wiejska",1.01.2019
28,17,3,2,"Jedwabno","gmina wiejska",1.01.2019
28,17,4,4,"Pasym","miasto",1.01.2019
28,17,4,5,"Pasym","obszar wiejski",1.01.2019
28,17,5,2,"Rozogi","gmina wiejska",1.01.2019
28,17,6,2,"Szczytno","gmina wiejska",1.01.2019
28,17,7,2,"Świętajno","gmina wiejska",1.01.2019
28,17,8,4,"Wielbark","miasto",1.01.2019
28,17,8,5,"Wielbark","obszar wiejski",1.01.2019
28,18,,,"gołdapski","powiat",1.01.2019
28,18,1,2,"Banie Mazurskie","gmina wiejska",1.01.2019
28,18,2,2,"Dubeninki","gmina wiejska",1.01.2019
28,18,3,4,"Gołdap","miasto",1.01.2019
28,18,3,5,"Gołdap","obszar wiejski",1.01.2019
28,19,,,"węgorzewski","powiat",1.01.2019
28,19,1,2,"Budry","gmina wiejska",1.01.2019
28,19,2,2,"Pozezdrze","gmina wiejska",1.01.2019
28,19,3,4,"Węgorzewo","miasto",1.01.2019
28,19,3,5,"Węgorzewo","obszar wiejski",1.01.2019
28,61,,,"Elbląg","miasto na prawach powiatu",1.01.2019
28,61,1,1,"Elbląg","gmina miejska",1.01.2019
28,62,,,"Olsztyn","miasto na prawach powiatu",1.01.2019
28,62,1,1,"Olsztyn","gmina miejska",1.01.2019
30,,,,"WIELKOPOLSKIE","województwo",1.01.2019
30,1,,,"chodzieski","powiat",1.01.2019
30,1,1,1,"Chodzież","gmina miejska",1.01.2019
30,1,2,2,"Budzyń","gmina wiejska",1.01.2019
30,1,3,2,"Chodzież","gmina wiejska",1.01.2019
30,1,4,4,"Margonin","miasto",1.01.2019
30,1,4,5,"Margonin","obszar wiejski",1.01.2019
30,1,5,4,"Szamocin","miasto",1.01.2019
30,1,5,5,"Szamocin","obszar wiejski",1.01.2019
30,2,,,"czarnkowsko-trzcianecki","powiat",1.01.2019
30,2,1,1,"Czarnków","gmina miejska",1.01.2019
30,2,2,2,"Czarnków","gmina wiejska",1.01.2019
30,2,3,2,"Drawsko","gmina wiejska",1.01.2019
30,2,4,4,"Krzyż Wielkopolski","miasto",1.01.2019
30,2,4,5,"Krzyż Wielkopolski","obszar wiejski",1.01.2019
30,2,5,2,"Lubasz","gmina wiejska",1.01.2019
30,2,6,2,"Połajewo","gmina wiejska",1.01.2019
30,2,7,4,"Trzcianka","miasto",1.01.2019
30,2,7,5,"Trzcianka","obszar wiejski",1.01.2019
30,2,8,4,"Wieleń","miasto",1.01.2019
30,2,8,5,"Wieleń","obszar wiejski",1.01.2019
30,3,,,"gnieźnieński","powiat",1.01.2019
30,3,1,1,"Gniezno","gmina miejska",1.01.2019
30,3,2,4,"Czerniejewo","miasto",1.01.2019
30,3,2,5,"Czerniejewo","obszar wiejski",1.01.2019
30,3,3,2,"Gniezno","gmina wiejska",1.01.2019
30,3,4,2,"Kiszkowo","gmina wiejska",1.01.2019
30,3,5,4,"Kłecko","miasto",1.01.2019
30,3,5,5,"Kłecko","obszar wiejski",1.01.2019
30,3,6,2,"Łubowo","gmina wiejska",1.01.2019
30,3,7,2,"Mieleszyn","gmina wiejska",1.01.2019
30,3,8,2,"Niechanowo","gmina wiejska",1.01.2019
30,3,9,4,"Trzemeszno","miasto",1.01.2019
30,3,9,5,"Trzemeszno","obszar wiejski",1.01.2019
30,3,10,4,"Witkowo","miasto",1.01.2019
30,3,10,5,"Witkowo","obszar wiejski",1.01.2019
30,4,,,"gostyński","powiat",1.01.2019
30,4,1,4,"Borek Wielkopolski","miasto",1.01.2019
30,4,1,5,"Borek Wielkopolski","obszar wiejski",1.01.2019
30,4,2,4,"Gostyń","miasto",1.01.2019
30,4,2,5,"Gostyń","obszar wiejski",1.01.2019
30,4,3,4,"Krobia","miasto",1.01.2019
30,4,3,5,"Krobia","obszar wiejski",1.01.2019
30,4,4,2,"Pępowo","gmina wiejska",1.01.2019
30,4,5,2,"Piaski","gmina wiejska",1.01.2019
30,4,6,4,"Pogorzela","miasto",1.01.2019
30,4,6,5,"Pogorzela","obszar wiejski",1.01.2019
30,4,7,4,"Poniec","miasto",1.01.2019
30,4,7,5,"Poniec","obszar wiejski",1.01.2019
30,5,,,"grodziski","powiat",1.01.2019
30,5,1,2,"Granowo","gmina wiejska",1.01.2019
30,5,2,4,"Grodzisk Wielkopolski","miasto",1.01.2019
30,5,2,5,"Grodzisk Wielkopolski","obszar wiejski",1.01.2019
30,5,3,2,"Kamieniec","gmina wiejska",1.01.2019
30,5,4,4,"Rakoniewice","miasto",1.01.2019
30,5,4,5,"Rakoniewice","obszar wiejski",1.01.2019
30,5,5,4,"Wielichowo","miasto",1.01.2019
30,5,5,5,"Wielichowo","obszar wiejski",1.01.2019
30,6,,,"jarociński","powiat",1.01.2019
30,6,1,4,"Jaraczewo","miasto",1.01.2019
30,6,1,5,"Jaraczewo","obszar wiejski",1.01.2019
30,6,2,4,"Jarocin","miasto",1.01.2019
30,6,2,5,"Jarocin","obszar wiejski",1.01.2019
30,6,3,2,"Kotlin","gmina wiejska",1.01.2019
30,6,4,4,"Żerków","miasto",1.01.2019
30,6,4,5,"Żerków","obszar wiejski",1.01.2019
30,7,,,"kaliski","powiat",1.01.2019
30,7,1,2,"Blizanów","gmina wiejska",1.01.2019
30,7,2,2,"Brzeziny","gmina wiejska",1.01.2019
30,7,3,2,"Ceków-Kolonia","gmina wiejska",1.01.2019
30,7,4,2,"Godziesze Wielkie","gmina wiejska",1.01.2019
30,7,5,2,"Koźminek","gmina wiejska",1.01.2019
30,7,6,2,"Lisków","gmina wiejska",1.01.2019
30,7,7,2,"Mycielin","gmina wiejska",1.01.2019
30,7,8,4,"Opatówek","miasto",1.01.2019
30,7,8,5,"Opatówek","obszar wiejski",1.01.2019
30,7,9,4,"Stawiszyn","miasto",1.01.2019
30,7,9,5,"Stawiszyn","obszar wiejski",1.01.2019
30,7,10,2,"Szczytniki","gmina wiejska",1.01.2019
30,7,11,2,"Żelazków","gmina wiejska",1.01.2019
30,8,,,"kępiński","powiat",1.01.2019
30,8,1,2,"Baranów","gmina wiejska",1.01.2019
30,8,2,2,"Bralin","gmina wiejska",1.01.2019
30,8,3,4,"Kępno","miasto",1.01.2019
30,8,3,5,"Kępno","obszar wiejski",1.01.2019
30,8,4,2,"Łęka Opatowska","gmina wiejska",1.01.2019
30,8,5,2,"Perzów","gmina wiejska",1.01.2019
30,8,6,2,"Rychtal","gmina wiejska",1.01.2019
30,8,7,2,"Trzcinica","gmina wiejska",1.01.2019
30,9,,,"kolski","powiat",1.01.2019
30,9,1,1,"Koło","gmina miejska",1.01.2019
30,9,2,2,"Babiak","gmina wiejska",1.01.2019
30,9,3,2,"Chodów","gmina wiejska",1.01.2019
30,9,4,4,"Dąbie","miasto",1.01.2019
30,9,4,5,"Dąbie","obszar wiejski",1.01.2019
30,9,5,2,"Grzegorzew","gmina wiejska",1.01.2019
30,9,6,4,"Kłodawa","miasto",1.01.2019
30,9,6,5,"Kłodawa","obszar wiejski",1.01.2019
30,9,7,2,"Koło","gmina wiejska",1.01.2019
30,9,8,2,"Kościelec","gmina wiejska",1.01.2019
30,9,9,2,"Olszówka","gmina wiejska",1.01.2019
30,9,10,2,"Osiek Mały","gmina wiejska",1.01.2019
30,9,11,4,"Przedecz","miasto",1.01.2019
30,9,11,5,"Przedecz","obszar wiejski",1.01.2019
30,10,,,"koniński","powiat",1.01.2019
30,10,1,4,"Golina","miasto",1.01.2019
30,10,1,5,"Golina","obszar wiejski",1.01.2019
30,10,2,2,"Grodziec","gmina wiejska",1.01.2019
30,10,3,2,"Kazimierz Biskupi","gmina wiejska",1.01.2019
30,10,4,4,"Kleczew","miasto",1.01.2019
30,10,4,5,"Kleczew","obszar wiejski",1.01.2019
30,10,5,2,"Kramsk","gmina wiejska",1.01.2019
30,10,6,2,"Krzymów","gmina wiejska",1.01.2019
30,10,7,4,"Rychwał","miasto",1.01.2019
30,10,7,5,"Rychwał","obszar wiejski",1.01.2019
30,10,8,2,"Rzgów","gmina wiejska",1.01.2019
30,10,9,2,"Skulsk","gmina wiejska",1.01.2019
30,10,10,4,"Sompolno","miasto",1.01.2019
30,10,10,5,"Sompolno","obszar wiejski",1.01.2019
30,10,11,2,"Stare Miasto","gmina wiejska",1.01.2019
30,10,12,4,"Ślesin","miasto",1.01.2019
30,10,12,5,"Ślesin","obszar wiejski",1.01.2019
30,10,13,2,"Wierzbinek","gmina wiejska",1.01.2019
30,10,14,2,"Wilczyn","gmina wiejska",1.01.2019
30,11,,,"kościański","powiat",1.01.2019
30,11,1,1,"Kościan","gmina miejska",1.01.2019
30,11,2,4,"Czempiń","miasto",1.01.2019
30,11,2,5,"Czempiń","obszar wiejski",1.01.2019
30,11,3,2,"Kościan","gmina wiejska",1.01.2019
30,11,4,4,"Krzywiń","miasto",1.01.2019
30,11,4,5,"Krzywiń","obszar wiejski",1.01.2019
30,11,5,4,"Śmigiel","miasto",1.01.2019
30,11,5,5,"Śmigiel","obszar wiejski",1.01.2019
30,12,,,"krotoszyński","powiat",1.01.2019
30,12,1,1,"Sulmierzyce","gmina miejska",1.01.2019
30,12,2,4,"Kobylin","miasto",1.01.2019
30,12,2,5,"Kobylin","obszar wiejski",1.01.2019
30,12,3,4,"Koźmin Wielkopolski","miasto",1.01.2019
30,12,3,5,"Koźmin Wielkopolski","obszar wiejski",1.01.2019
30,12,4,4,"Krotoszyn","miasto",1.01.2019
30,12,4,5,"Krotoszyn","obszar wiejski",1.01.2019
30,12,5,2,"Rozdrażew","gmina wiejska",1.01.2019
30,12,6,4,"Zduny","miasto",1.01.2019
30,12,6,5,"Zduny","obszar wiejski",1.01.2019
30,13,,,"leszczyński","powiat",1.01.2019
30,13,1,2,"Krzemieniewo","gmina wiejska",1.01.2019
30,13,2,2,"Lipno","gmina wiejska",1.01.2019
30,13,3,4,"Osieczna","miasto",1.01.2019
30,13,3,5,"Osieczna","obszar wiejski",1.01.2019
30,13,4,4,"Rydzyna","miasto",1.01.2019
30,13,4,5,"Rydzyna","obszar wiejski",1.01.2019
30,13,5,2,"Święciechowa","gmina wiejska",1.01.2019
30,13,6,2,"Wijewo","gmina wiejska",1.01.2019
30,13,7,2,"Włoszakowice","gmina wiejska",1.01.2019
30,14,,,"międzychodzki","powiat",1.01.2019
30,14,1,2,"Chrzypsko Wielkie","gmina wiejska",1.01.2019
30,14,2,2,"Kwilcz","gmina wiejska",1.01.2019
30,14,3,4,"Międzychód","miasto",1.01.2019
30,14,3,5,"Międzychód","obszar wiejski",1.01.2019
30,14,4,4,"Sieraków","miasto",1.01.2019
30,14,4,5,"Sieraków","obszar wiejski",1.01.2019
30,15,,,"nowotomyski","powiat",1.01.2019
30,15,1,2,"Kuślin","gmina wiejska",1.01.2019
30,15,2,4,"Lwówek","miasto",1.01.2019
30,15,2,5,"Lwówek","obszar wiejski",1.01.2019
30,15,3,2,"Miedzichowo","gmina wiejska",1.01.2019
30,15,4,4,"Nowy Tomyśl","miasto",1.01.2019
30,15,4,5,"Nowy Tomyśl","obszar wiejski",1.01.2019
30,15,5,4,"Opalenica","miasto",1.01.2019
30,15,5,5,"Opalenica","obszar wiejski",1.01.2019
30,15,6,4,"Zbąszyń","miasto",1.01.2019
30,15,6,5,"Zbąszyń","obszar wiejski",1.01.2019
30,16,,,"obornicki","powiat",1.01.2019
30,16,1,4,"Oborniki","miasto",1.01.2019
30,16,1,5,"Oborniki","obszar wiejski",1.01.2019
30,16,2,4,"Rogoźno","miasto",1.01.2019
30,16,2,5,"Rogoźno","obszar wiejski",1.01.2019
30,16,3,2,"Ryczywół","gmina wiejska",1.01.2019
30,17,,,"ostrowski","powiat",1.01.2019
30,17,1,1,"Ostrów Wielkopolski","gmina miejska",1.01.2019
30,17,2,4,"Nowe Skalmierzyce","miasto",1.01.2019
30,17,2,5,"Nowe Skalmierzyce","obszar wiejski",1.01.2019
30,17,3,4,"Odolanów","miasto",1.01.2019
30,17,3,5,"Odolanów","obszar wiejski",1.01.2019
30,17,4,2,"Ostrów Wielkopolski","gmina wiejska",1.01.2019
30,17,5,2,"Przygodzice","gmina wiejska",1.01.2019
30,17,6,4,"Raszków","miasto",1.01.2019
30,17,6,5,"Raszków","obszar wiejski",1.01.2019
30,17,7,2,"Sieroszewice","gmina wiejska",1.01.2019
30,17,8,2,"Sośnie","gmina wiejska",1.01.2019
30,18,,,"ostrzeszowski","powiat",1.01.2019
30,18,1,2,"Czajków","gmina wiejska",1.01.2019
30,18,2,2,"Doruchów","gmina wiejska",1.01.2019
30,18,3,4,"Grabów nad Prosną","miasto",1.01.2019
30,18,3,5,"Grabów nad Prosną","obszar wiejski",1.01.2019
30,18,4,2,"Kobyla Góra","gmina wiejska",1.01.2019
30,18,5,2,"Kraszewice","gmina wiejska",1.01.2019
30,18,6,4,"Mikstat","miasto",1.01.2019
30,18,6,5,"Mikstat","obszar wiejski",1.01.2019
30,18,7,4,"Ostrzeszów","miasto",1.01.2019
30,18,7,5,"Ostrzeszów","obszar wiejski",1.01.2019
30,19,,,"pilski","powiat",1.01.2019
30,19,1,1,"Piła","gmina miejska",1.01.2019
30,19,2,2,"Białośliwie","gmina wiejska",1.01.2019
30,19,3,2,"Kaczory","gmina wiejska",1.01.2019
30,19,4,4,"Łobżenica","miasto",1.01.2019
30,19,4,5,"Łobżenica","obszar wiejski",1.01.2019
30,19,5,2,"Miasteczko Krajeńskie","gmina wiejska",1.01.2019
30,19,6,2,"Szydłowo","gmina wiejska",1.01.2019
30,19,7,4,"Ujście","miasto",1.01.2019
30,19,7,5,"Ujście","obszar wiejski",1.01.2019
30,19,8,4,"Wyrzysk","miasto",1.01.2019
30,19,8,5,"Wyrzysk","obszar wiejski",1.01.2019
30,19,9,4,"Wysoka","miasto",1.01.2019
30,19,9,5,"Wysoka","obszar wiejski",1.01.2019
30,20,,,"pleszewski","powiat",1.01.2019
30,20,1,4,"Chocz","miasto",1.01.2019
30,20,1,5,"Chocz","obszar wiejski",1.01.2019
30,20,2,2,"Czermin","gmina wiejska",1.01.2019
30,20,3,4,"Dobrzyca","miasto",1.01.2019
30,20,3,5,"Dobrzyca","obszar wiejski",1.01.2019
30,20,4,2,"Gizałki","gmina wiejska",1.01.2019
30,20,5,2,"Gołuchów","gmina wiejska",1.01.2019
30,20,6,4,"Pleszew","miasto",1.01.2019
30,20,6,5,"Pleszew","obszar wiejski",1.01.2019
30,21,,,"poznański","powiat",1.01.2019
30,21,1,1,"Luboń","gmina miejska",1.01.2019
30,21,2,1,"Puszczykowo","gmina miejska",1.01.2019
30,21,3,4,"Buk","miasto",1.01.2019
30,21,3,5,"Buk","obszar wiejski",1.01.2019
30,21,4,2,"Czerwonak","gmina wiejska",1.01.2019
30,21,5,2,"Dopiewo","gmina wiejska",1.01.2019
30,21,6,2,"Kleszczewo","gmina wiejska",1.01.2019
30,21,7,2,"Komorniki","gmina wiejska",1.01.2019
30,21,8,4,"Kostrzyn","miasto",1.01.2019
30,21,8,5,"Kostrzyn","obszar wiejski",1.01.2019
30,21,9,4,"Kórnik","miasto",1.01.2019
30,21,9,5,"Kórnik","obszar wiejski",1.01.2019
30,21,10,4,"Mosina","miasto",1.01.2019
30,21,10,5,"Mosina","obszar wiejski",1.01.2019
30,21,11,4,"Murowana Goślina","miasto",1.01.2019
30,21,11,5,"Murowana Goślina","obszar wiejski",1.01.2019
30,21,12,4,"Pobiedziska","miasto",1.01.2019
30,21,12,5,"Pobiedziska","obszar wiejski",1.01.2019
30,21,13,2,"Rokietnica","gmina wiejska",1.01.2019
30,21,14,4,"Stęszew","miasto",1.01.2019
30,21,14,5,"Stęszew","obszar wiejski",1.01.2019
30,21,15,2,"Suchy Las","gmina wiejska",1.01.2019
30,21,16,4,"Swarzędz","miasto",1.01.2019
30,21,16,5,"Swarzędz","obszar wiejski",1.01.2019
30,21,17,2,"Tarnowo Podgórne","gmina wiejska",1.01.2019
30,22,,,"rawicki","powiat",1.01.2019
30,22,1,4,"Bojanowo","miasto",1.01.2019
30,22,1,5,"Bojanowo","obszar wiejski",1.01.2019
30,22,2,4,"Jutrosin","miasto",1.01.2019
30,22,2,5,"Jutrosin","obszar wiejski",1.01.2019
30,22,3,4,"Miejska Górka","miasto",1.01.2019
30,22,3,5,"Miejska Górka","obszar wiejski",1.01.2019
30,22,4,2,"Pakosław","gmina wiejska",1.01.2019
30,22,5,4,"Rawicz","miasto",1.01.2019
30,22,5,5,"Rawicz","obszar wiejski",1.01.2019
30,23,,,"słupecki","powiat",1.01.2019
30,23,1,1,"Słupca","gmina miejska",1.01.2019
30,23,2,2,"Lądek","gmina wiejska",1.01.2019
30,23,3,2,"Orchowo","gmina wiejska",1.01.2019
30,23,4,2,"Ostrowite","gmina wiejska",1.01.2019
30,23,5,2,"Powidz","gmina wiejska",1.01.2019
30,23,6,2,"Słupca","gmina wiejska",1.01.2019
30,23,7,2,"Strzałkowo","gmina wiejska",1.01.2019
30,23,8,4,"Zagórów","miasto",1.01.2019
30,23,8,5,"Zagórów","obszar wiejski",1.01.2019
30,24,,,"szamotulski","powiat",1.01.2019
30,24,1,1,"Obrzycko","gmina miejska",1.01.2019
30,24,2,2,"Duszniki","gmina wiejska",1.01.2019
30,24,3,2,"Kaźmierz","gmina wiejska",1.01.2019
30,24,4,2,"Obrzycko","gmina wiejska",1.01.2019
30,24,5,4,"Ostroróg","miasto",1.01.2019
30,24,5,5,"Ostroróg","obszar wiejski",1.01.2019
30,24,6,4,"Pniewy","miasto",1.01.2019
30,24,6,5,"Pniewy","obszar wiejski",1.01.2019
30,24,7,4,"Szamotuły","miasto",1.01.2019
30,24,7,5,"Szamotuły","obszar wiejski",1.01.2019
30,24,8,4,"Wronki","miasto",1.01.2019
30,24,8,5,"Wronki","obszar wiejski",1.01.2019
30,25,,,"średzki","powiat",1.01.2019
30,25,1,2,"Dominowo","gmina wiejska",1.01.2019
30,25,2,2,"Krzykosy","gmina wiejska",1.01.2019
30,25,3,2,"Nowe Miasto nad Wartą","gmina wiejska",1.01.2019
30,25,4,4,"Środa Wielkopolska","miasto",1.01.2019
30,25,4,5,"Środa Wielkopolska","obszar wiejski",1.01.2019
30,25,5,2,"Zaniemyśl","gmina wiejska",1.01.2019
30,26,,,"śremski","powiat",1.01.2019
30,26,1,2,"Brodnica","gmina wiejska",1.01.2019
30,26,2,4,"Dolsk","miasto",1.01.2019
30,26,2,5,"Dolsk","obszar wiejski",1.01.2019
30,26,3,4,"Książ Wielkopolski","miasto",1.01.2019
30,26,3,5,"Książ Wielkopolski","obszar wiejski",1.01.2019
30,26,4,4,"Śrem","miasto",1.01.2019
30,26,4,5,"Śrem","obszar wiejski",1.01.2019
30,27,,,"turecki","powiat",1.01.2019
30,27,1,1,"Turek","gmina miejska",1.01.2019
30,27,2,2,"Brudzew","gmina wiejska",1.01.2019
30,27,3,4,"Dobra","miasto",1.01.2019
30,27,3,5,"Dobra","obszar wiejski",1.01.2019
30,27,4,2,"Kawęczyn","gmina wiejska",1.01.2019
30,27,5,2,"Malanów","gmina wiejska",1.01.2019
30,27,6,2,"Przykona","gmina wiejska",1.01.2019
30,27,7,4,"Tuliszków","miasto",1.01.2019
30,27,7,5,"Tuliszków","obszar wiejski",1.01.2019
30,27,8,2,"Turek","gmina wiejska",1.01.2019
30,27,9,2,"Władysławów","gmina wiejska",1.01.2019
30,28,,,"wągrowiecki","powiat",1.01.2019
30,28,1,1,"Wągrowiec","gmina miejska",1.01.2019
30,28,2,2,"Damasławek","gmina wiejska",1.01.2019
30,28,3,4,"Gołańcz","miasto",1.01.2019
30,28,3,5,"Gołańcz","obszar wiejski",1.01.2019
30,28,4,2,"Mieścisko","gmina wiejska",1.01.2019
30,28,5,4,"Skoki","miasto",1.01.2019
30,28,5,5,"Skoki","obszar wiejski",1.01.2019
30,28,6,2,"Wapno","gmina wiejska",1.01.2019
30,28,7,2,"Wągrowiec","gmina wiejska",1.01.2019
30,29,,,"wolsztyński","powiat",1.01.2019
30,29,1,2,"Przemęt","gmina wiejska",1.01.2019
30,29,2,2,"Siedlec","gmina wiejska",1.01.2019
30,29,3,4,"Wolsztyn","miasto",1.01.2019
30,29,3,5,"Wolsztyn","obszar wiejski",1.01.2019
30,30,,,"wrzesiński","powiat",1.01.2019
30,30,1,2,"Kołaczkowo","gmina wiejska",1.01.2019
30,30,2,4,"Miłosław","miasto",1.01.2019
30,30,2,5,"Miłosław","obszar wiejski",1.01.2019
30,30,3,4,"Nekla","miasto",1.01.2019
30,30,3,5,"Nekla","obszar wiejski",1.01.2019
30,30,4,4,"Pyzdry","miasto",1.01.2019
30,30,4,5,"Pyzdry","obszar wiejski",1.01.2019
30,30,5,4,"Września","miasto",1.01.2019
30,30,5,5,"Września","obszar wiejski",1.01.2019
30,31,,,"złotowski","powiat",1.01.2019
30,31,1,1,"Złotów","gmina miejska",1.01.2019
30,31,2,4,"Jastrowie","miasto",1.01.2019
30,31,2,5,"Jastrowie","obszar wiejski",1.01.2019
30,31,3,4,"Krajenka","miasto",1.01.2019
30,31,3,5,"Krajenka","obszar wiejski",1.01.2019
30,31,4,2,"Lipka","gmina wiejska",1.01.2019
30,31,5,4,"Okonek","miasto",1.01.2019
30,31,5,5,"Okonek","obszar wiejski",1.01.2019
30,31,6,2,"Tarnówka","gmina wiejska",1.01.2019
30,31,7,2,"Zakrzewo","gmina wiejska",1.01.2019
30,31,8,2,"Złotów","gmina wiejska",1.01.2019
30,61,,,"Kalisz","miasto na prawach powiatu",1.01.2019
30,61,1,1,"Kalisz","gmina miejska",1.01.2019
30,62,,,"Konin","miasto na prawach powiatu",1.01.2019
30,62,1,1,"Konin","gmina miejska",1.01.2019
30,63,,,"Leszno","miasto na prawach powiatu",1.01.2019
30,63,1,1,"Leszno","gmina miejska",1.01.2019
30,64,,,"Poznań","miasto na prawach powiatu",1.01.2019
30,64,2,9,"Poznań-Grunwald","delegatura",1.01.2019
30,64,3,9,"Poznań-Jeżyce","delegatura",1.01.2019
30,64,4,9,"Poznań-Nowe Miasto","delegatura",1.01.2019
30,64,5,9,"Poznań-Stare Miasto","delegatura",1.01.2019
30,64,6,9,"Poznań-Wilda","delegatura",1.01.2019
32,,,,"ZACHODNIOPOMORSKIE","województwo",1.01.2019
32,1,,,"białogardzki","powiat",1.01.2019
32,1,1,1,"Białogard","gmina miejska",1.01.2019
32,1,2,2,"Białogard","gmina wiejska",1.01.2019
32,1,3,4,"Karlino","miasto",1.01.2019
32,1,3,5,"Karlino","obszar wiejski",1.01.2019
32,1,4,4,"Tychowo","miasto",1.01.2019
32,1,4,5,"Tychowo","obszar wiejski",1.01.2019
32,2,,,"choszczeński","powiat",1.01.2019
32,2,1,2,"Bierzwnik","gmina wiejska",1.01.2019
32,2,2,4,"Choszczno","miasto",1.01.2019
32,2,2,5,"Choszczno","obszar wiejski",1.01.2019
32,2,3,4,"Drawno","miasto",1.01.2019
32,2,3,5,"Drawno","obszar wiejski",1.01.2019
32,2,4,2,"Krzęcin","gmina wiejska",1.01.2019
32,2,5,4,"Pełczyce","miasto",1.01.2019
32,2,5,5,"Pełczyce","obszar wiejski",1.01.2019
32,2,6,4,"Recz","miasto",1.01.2019
32,2,6,5,"Recz","obszar wiejski",1.01.2019
32,3,,,"drawski","powiat",1.01.2019
32,3,1,4,"Czaplinek","miasto",1.01.2019
32,3,1,5,"Czaplinek","obszar wiejski",1.01.2019
32,3,2,4,"Drawsko Pomorskie","miasto",1.01.2019
32,3,2,5,"Drawsko Pomorskie","obszar wiejski",1.01.2019
32,3,3,4,"Kalisz Pomorski","miasto",1.01.2019
32,3,3,5,"Kalisz Pomorski","obszar wiejski",1.01.2019
32,3,5,2,"Wierzchowo","gmina wiejska",1.01.2019
32,3,6,4,"Złocieniec","miasto",1.01.2019
32,3,6,5,"Złocieniec","obszar wiejski",1.01.2019
32,4,,,"goleniowski","powiat",1.01.2019
32,4,2,4,"Goleniów","miasto",1.01.2019
32,4,2,5,"Goleniów","obszar wiejski",1.01.2019
32,4,3,4,"Maszewo","miasto",1.01.2019
32,4,3,5,"Maszewo","obszar wiejski",1.01.2019
32,4,4,4,"Nowogard","miasto",1.01.2019
32,4,4,5,"Nowogard","obszar wiejski",1.01.2019
32,4,5,2,"Osina","gmina wiejska",1.01.2019
32,4,6,2,"Przybiernów","gmina wiejska",1.01.2019
32,4,7,4,"Stepnica","miasto",1.01.2019
32,4,7,5,"Stepnica","obszar wiejski",1.01.2019
32,5,,,"gryficki","powiat",1.01.2019
32,5,1,2,"Brojce","gmina wiejska",1.01.2019
32,5,2,4,"Gryfice","miasto",1.01.2019
32,5,2,5,"Gryfice","obszar wiejski",1.01.2019
32,5,3,2,"Karnice","gmina wiejska",1.01.2019
32,5,4,4,"Płoty","miasto",1.01.2019
32,5,4,5,"Płoty","obszar wiejski",1.01.2019
32,5,7,2,"Rewal","gmina wiejska",1.01.2019
32,5,8,4,"Trzebiatów","miasto",1.01.2019
32,5,8,5,"Trzebiatów","obszar wiejski",1.01.2019
32,6,,,"gryfiński","powiat",1.01.2019
32,6,1,2,"Banie","gmina wiejska",1.01.2019
32,6,2,4,"Cedynia","miasto",1.01.2019
32,6,2,5,"Cedynia","obszar wiejski",1.01.2019
32,6,3,4,"Chojna","miasto",1.01.2019
32,6,3,5,"Chojna","obszar wiejski",1.01.2019
32,6,4,4,"Gryfino","miasto",1.01.2019
32,6,4,5,"Gryfino","obszar wiejski",1.01.2019
32,6,5,4,"Mieszkowice","miasto",1.01.2019
32,6,5,5,"Mieszkowice","obszar wiejski",1.01.2019
32,6,6,4,"Moryń","miasto",1.01.2019
32,6,6,5,"Moryń","obszar wiejski",1.01.2019
32,6,7,2,"Stare Czarnowo","gmina wiejska",1.01.2019
